Key,Summary,Description,Type,Priority,Component,Test Mode
VWO-00066,Verify Import Variations : User is properly validates input fields,"
Description:
As a VWO user
I want to verify that Import Variations functionality works correctly
So that I can properly validates input fields

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Import Variations section
2. Perform action: properly validates input fields
3. Verify the result

Expected Result: Conversion is recorded

Related Jira: VWO-6621
Story Points: 5
Estimate: 7 hours
",Integration,Blocker,Security,Manual
VWO-00067,Verify Save Template : User is able to configure traffic allocation,"
Description:
As a VWO user
I want to verify that Save Template functionality works correctly
So that I can able to configure traffic allocation

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Save Template section
2. Perform action: able to configure traffic allocation
3. Verify the result

Expected Result: Goals are tracked correctly

Related Jira: VWO-3508
Story Points: 9
Estimate: 6 hours
",Smoke,Critical,Performance,Automated
VWO-00068,Verify Duration Calculator : User is able to create user segments,"
Description:
As a VWO user
I want to verify that Duration Calculator functionality works correctly
So that I can able to create user segments

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Duration Calculator section
2. Perform action: able to create user segments
3. Verify the result

Expected Result: Analytics are displayed

Related Jira: VWO-4572
Story Points: 2
Estimate: 2 hours
",Non-Functional,Major,Security,Automated
VWO-00069,Verify PWA : User is able to integrate with API,"
Description:
As a VWO user
I want to verify that PWA functionality works correctly
So that I can able to integrate with API

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to PWA section
2. Perform action: able to integrate with API
3. Verify the result

Expected Result: Variation is displayed correctly

Related Jira: VWO-2635
Story Points: 1
Estimate: 6 hours
",UX,Critical,Security,Automated
VWO-00070,Verify Personalization : User is able to view analytics,"
Description:
As a VWO user
I want to verify that Personalization functionality works correctly
So that I can able to view analytics

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Personalization section
2. Perform action: able to view analytics
3. Verify the result

Expected Result: Error message is displayed

Related Jira: VWO-6256
Story Points: 1
Estimate: 1 hours
",Security,Major,Security,Manual
VWO-00071,Verify QA Mode : User is successfully handles high traffic,"
Description:
As a VWO user
I want to verify that QA Mode functionality works correctly
So that I can successfully handles high traffic

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to QA Mode section
2. Perform action: successfully handles high traffic
3. Verify the result

Expected Result: Dashboard loads correctly

Related Jira: VWO-7561
Story Points: 9
Estimate: 5 hours
",Security,Major,Analytics,Manual
VWO-00072,Verify Ajax Detection : User is properly handles network errors,"
Description:
As a VWO user
I want to verify that Ajax Detection functionality works correctly
So that I can properly handles network errors

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Ajax Detection section
2. Perform action: properly handles network errors
3. Verify the result

Expected Result: Role permissions are applied

Related Jira: VWO-3529
Story Points: 2
Estimate: 5 hours
",UX,Critical,Dashboard,Automated
VWO-00073,Verify Data Processing : User is able to configure traffic allocation,"
Description:
As a VWO user
I want to verify that Data Processing functionality works correctly
So that I can able to configure traffic allocation

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Data Processing section
2. Perform action: able to configure traffic allocation
3. Verify the result

Expected Result: Success message is displayed

Related Jira: VWO-9143
Story Points: 13
Estimate: 2 hours
",Smoke,Blocker,Core,Manual
VWO-00074,Verify Click Tracking : User is correctly tracks revenue,"
Description:
As a VWO user
I want to verify that Click Tracking functionality works correctly
So that I can correctly tracks revenue

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Click Tracking section
2. Perform action: correctly tracks revenue
3. Verify the result

Expected Result: Integration works correctly

Related Jira: VWO-5136
Story Points: 9
Estimate: 2 hours
",Regression,Minor,Integrations,Automated
VWO-00075,Verify COPPA Compliance : User is properly handles session expiry,"
Description:
As a VWO user
I want to verify that COPPA Compliance functionality works correctly
So that I can properly handles session expiry

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to COPPA Compliance section
2. Perform action: properly handles session expiry
3. Verify the result

Expected Result: Team member receives invitation

Related Jira: VWO-4881
Story Points: 6
Estimate: 6 hours
",Regression,Major,Security,Manual
VWO-00076,Verify User Consent : User is correctly tracks conversions,"
Description:
As a VWO user
I want to verify that User Consent functionality works correctly
So that I can correctly tracks conversions

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to User Consent section
2. Perform action: correctly tracks conversions
3. Verify the result

Expected Result: Targeting rules are applied

Related Jira: VWO-1710
Story Points: 6
Estimate: 1 hours
",Performance,Minor,Analytics,Automated
VWO-00077,Verify Scroll Maps : User is shows correct validation errors,"
Description:
As a VWO user
I want to verify that Scroll Maps functionality works correctly
So that I can shows correct validation errors

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Scroll Maps section
2. Perform action: shows correct validation errors
3. Verify the result

Expected Result: Conversion is recorded

Related Jira: VWO-1569
Story Points: 13
Estimate: 3 hours
",Security,Blocker,Editor,Automated
VWO-00078,Verify Device Targeting : User is displays loading indicators,"
Description:
As a VWO user
I want to verify that Device Targeting functionality works correctly
So that I can displays loading indicators

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Device Targeting section
2. Perform action: displays loading indicators
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-9081
Story Points: 6
Estimate: 3 hours
",Functional,Blocker,Integrations,Manual
VWO-00079,Verify Preview Mode : User is able to invite team members,"
Description:
As a VWO user
I want to verify that Preview Mode functionality works correctly
So that I can able to invite team members

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Preview Mode section
2. Perform action: able to invite team members
3. Verify the result

Expected Result: User is redirected to dashboard

Related Jira: VWO-3462
Story Points: 8
Estimate: 7 hours
",UX,Major,Editor,Automated
VWO-00080,Verify Maintenance : User is successfully handles high traffic,"
Description:
As a VWO user
I want to verify that Maintenance functionality works correctly
So that I can successfully handles high traffic

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Maintenance section
2. Perform action: successfully handles high traffic
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-2280
Story Points: 8
Estimate: 2 hours
",Performance,Trivial,Performance,Automated
VWO-00081,Verify Custom Variables : User is correctly shows variations to users,"
Description:
As a VWO user
I want to verify that Custom Variables functionality works correctly
So that I can correctly shows variations to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Custom Variables section
2. Perform action: correctly shows variations to users
3. Verify the result

Expected Result: Scroll depth is measured

Related Jira: VWO-6443
Story Points: 7
Estimate: 8 hours
",Smoke,Critical,Integrations,Automated
VWO-00082,Verify Session Recordings : User is able to assign roles to users,"
Description:
As a VWO user
I want to verify that Session Recordings functionality works correctly
So that I can able to assign roles to users

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Session Recordings section
2. Perform action: able to assign roles to users
3. Verify the result

Expected Result: Integration works correctly

Related Jira: VWO-5854
Story Points: 2
Estimate: 6 hours
",Performance,Minor,Integrations,Automated
VWO-00083,Verify Angular Support : User is able to export reports,"
Description:
As a VWO user
I want to verify that Angular Support functionality works correctly
So that I can able to export reports

Preconditions:
1. User is logged in to VWO
2. Campaign is created

Test Steps:
1. Navigate to Angular Support section
2. Perform action: able to export reports
3. Verify the result

Expected Result: Campaign changes are saved

Related Jira: VWO-8393
Story Points: 8
Estimate: 2 hours
",UX,Critical,Dashboard,Manual
